Sample_20__2d__20_Orders_Categ_2e_seg_20_ID,Sample_20__2d__20_Orders_Order_20_Date,Sample_20__2d__20_Orders_Category,Sample_20__2d__20_Orders_Segment,Sample_20__2d__20_Orders_City,Sample_20__2d__20_Orders_Country_2f_Region,Sample_20__2d__20_Orders_Product_20_Name,Sample_20__2d__20_Orders_Region,Sample_20__2d__20_Orders_Ship_20_Date,Sample_20__2d__20_Orders_Ship_20_Mode,Sample_20__2d__20_Orders_Ship_20_Status,Sample_20__2d__20_Orders_State_2f_Province,Sample_20__2d__20_Orders_Sub_2d_Category,Sample_20__2d__20_Orders_Days_20_to_20_Ship_20_Actual,Sample_20__2d__20_Orders_Days_20_to_20_Ship_20_Scheduled,Sample_20__2d__20_Orders_Discount_2c__25_,Sample_20__2d__20_Orders_Profit_2c__24_,Sample_20__2d__20_Orders_Quantity,Sample_20__2d__20_Orders_Sales_2c__24_,Sample_20__2d__20_Orders_Sales_20_Forecast_2c__24_
2022_3_2_Office Supplies_Corporate,02 March 2022,Office Supplies,Corporate,Dallas,United States,Staple remover,Central,08 March 2022,Standard Class,Shipped On Time,Texas,Supplies,6,6,20,1,4,7,10
2022_3_2_Office Supplies_Corporate,02 March 2022,Office Supplies,Corporate,Dallas,United States,Wilson Jones Leather-Like Binders with DublLock Round Rings,Central,08 March 2022,Standard Class,Shipped On Time,Texas,Binders,6,6,80,20,7,12,18
2022_3_2_Office Supplies_Corporate,02 March 2022,Office Supplies,Corporate,Los Angeles,United States,Catalog Binders with Expanding Posts,West,08 March 2022,Standard Class,Shipped On Time,California,Binders,6,6,20,34,2,108,161
2022_3_2_Office Supplies_Corporate,02 March 2022,Office Supplies,Corporate,Newark,United States,Easy-staple paper,East,08 March 2022,Standard Class,Shipped On Time,Delaware,Paper,6,6,0,33,6,68,102
2022_3_2_Office Supplies_Corporate,02 March 2022,Office Supplies,Corporate,Newark,United States,Newell 34,East,08 March 2022,Standard Class,Shipped On Time,Delaware,Art,6,6,0,15,3,60,89
2022_3_2_Office Supplies_Corporate,02 March 2022,Office Supplies,Corporate,Newark,United States,Staple envelope,East,08 March 2022,Standard Class,Shipped On Time,Delaware,Envelopes,6,6,0,27,7,58,87
2022_3_2_Office Supplies_Corporate,02 March 2022,Office Supplies,Corporate,Waco,United States,Acco Suede Grain Vinyl Round Ring Binder,Central,02 March 2022,Same Day,Shipped On Time,Texas,Binders,0,0,80,1,1,1,1
2022_3_2_Technology_Corporate,02 March 2022,Technology,Corporate,Los Angeles,United States,Logitech G13 Programmable Gameboard with LCD Display,West,08 March 2022,Standard Class,Shipped On Time,California,Accessories,6,6,0,53,6,480,719
2022_3_2_Technology_Corporate,02 March 2022,Technology,Corporate,Los Angeles,United States,Panasonic KX TS3282B Corded phone,West,08 March 2022,Standard Class,Shipped On Time,California,Phones,6,6,20,15,3,197,295
2022_3_20_Furniture_Consumer,20 March 2022,Furniture,Consumer,Columbus,United States,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Central,25 March 2022,Second Class,Shipped Late,Indiana,Furnishings,5,3,0,1,1,3,4
2022_3_20_Office Supplies_Consumer,20 March 2022,Office Supplies,Consumer,Houston,United States,Easy-staple paper,Central,20 March 2022,Same Day,Shipped On Time,Texas,Paper,0,0,20,19,2,57,85
2022_3_20_Office Supplies_Consumer,20 March 2022,Office Supplies,Consumer,Houston,United States,Xerox 1916,Central,20 March 2022,Same Day,Shipped On Time,Texas,Paper,0,0,20,103,7,274,410
2022_3_20_Office Supplies_Consumer,20 March 2022,Office Supplies,Consumer,Middletown,United States,Xerox 1988,East,24 March 2022,Standard Class,Shipped Early,Connecticut,Paper,4,6,0,28,2,62,93
2022_3_20_Technology_Consumer,20 March 2022,Technology,Consumer,Middletown,United States,WD My Passport Ultra 2TB Portable External Hard Drive,East,24 March 2022,Standard Class,Shipped Early,Connecticut,Accessories,4,6,0,38,2,238,356
2022_3_20_Technology_Corporate,20 March 2022,Technology,Corporate,Seattle,United States,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,West,24 March 2022,Standard Class,Shipped Early,Washington,Accessories,4,6,0,64,7,266,398
2022_3_21_Furniture_Consumer,21 March 2022,Furniture,Consumer,Tulsa,United States,"Global Leather and Oak Executive Chair, Black",Central,27 March 2022,Standard Class,Shipped On Time,Oklahoma,Chairs,6,6,0,524,6,"1,806",2704
2022_3_21_Furniture_Home Office,21 March 2022,Furniture,Home Office,Seattle,United States,"Eldon Expressions Wood Desk Accessories, Oak",West,25 March 2022,Standard Class,Shipped Early,Washington,Furnishings,4,6,0,6,3,22,33
2022_3_21_Office Supplies_Consumer,21 March 2022,Office Supplies,Consumer,Lafayette,United States,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Central,25 March 2022,Standard Class,Shipped Early,Indiana,Paper,4,6,0,133,5,277,415
2022_3_21_Office Supplies_Consumer,21 March 2022,Office Supplies,Consumer,Lafayette,United States,Xerox 196,Central,25 March 2022,Standard Class,Shipped Early,Indiana,Paper,4,6,0,3,1,6,9
2022_3_21_Office Supplies_Consumer,21 March 2022,Office Supplies,Consumer,Los Angeles,United States,Adjustable Depth Letter/Legal Cart,West,23 March 2022,Second Class,Shipped Early,California,Storage,2,3,0,210,4,726,1087
2022_3_21_Office Supplies_Consumer,21 March 2022,Office Supplies,Consumer,Los Angeles,United States,"Avery Durable Plastic 1"" Binders",West,23 March 2022,Second Class,Shipped Early,California,Binders,2,3,20,4,3,11,16
2022_3_21_Office Supplies_Consumer,21 March 2022,Office Supplies,Consumer,Los Angeles,United States,Pressboard Data Binders by Wilson Jones,West,23 March 2022,Second Class,Shipped Early,California,Binders,2,3,20,3,2,9,13
2022_3_21_Office Supplies_Consumer,21 March 2022,Office Supplies,Consumer,Reading,United States,Colored Envelopes,East,23 March 2022,Second Class,Shipped Early,Pennsylvania,Envelopes,2,3,20,3,3,9,13
2022_3_21_Office Supplies_Corporate,21 March 2022,Office Supplies,Corporate,Pompano Beach,United States,APC 7 Outlet Network SurgeArrest Surge Protector,South,27 March 2022,Standard Class,Shipped On Time,Florida,Appliances,6,6,20,8,1,64,96
2022_3_21_Office Supplies_Home Office,21 March 2022,Office Supplies,Home Office,Seattle,United States,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",West,25 March 2022,Standard Class,Shipped Early,Washington,Binders,4,6,20,10,6,31,46
2022_3_21_Office Supplies_Home Office,21 March 2022,Office Supplies,Home Office,Seattle,United States,Fellowes Officeware Wire Shelving,West,25 March 2022,Standard Class,Shipped Early,Washington,Storage,4,6,0,7,4,359,538
2022_3_21_Office Supplies_Home Office,21 March 2022,Office Supplies,Home Office,Seattle,United States,"Super Bands, 12/Pack",West,25 March 2022,Standard Class,Shipped Early,Washington,Fasteners,4,6,0,0,7,13,19
2022_3_23_Furniture_Home Office,23 March 2022,Furniture,Home Office,San Francisco,United States,DAX Natural Wood-Tone Poster Frame,West,25 March 2022,First Class,Shipped Late,California,Furnishings,2,1,0,76,8,212,317
2022_3_23_Office Supplies_Consumer,23 March 2022,Office Supplies,Consumer,Huntsville,United States,Fellowes Officeware Wire Shelving,Central,27 March 2022,Standard Class,Shipped Early,Texas,Storage,4,6,20,32,2,144,215
2022_3_23_Office Supplies_Consumer,23 March 2022,Office Supplies,Consumer,New York City,United States,Xerox 1980,East,29 March 2022,Standard Class,Shipped On Time,New York,Paper,6,6,0,12,6,26,38
2022_3_23_Office Supplies_Consumer,23 March 2022,Office Supplies,Consumer,Seattle,United States,Acco Perma 4000 Stacking Storage Drawers,West,25 March 2022,First Class,Shipped Late,Washington,Storage,2,1,0,5,2,32,49
2022_3_23_Office Supplies_Consumer,23 March 2022,Office Supplies,Consumer,Seattle,United States,Xerox 1898,West,25 March 2022,First Class,Shipped Late,Washington,Paper,2,1,0,10,3,20,30
2022_3_23_Office Supplies_Corporate,23 March 2022,Office Supplies,Corporate,New York City,United States,Premier Electric Letter Opener,East,25 March 2022,Second Class,Shipped Early,New York,Supplies,2,3,0,17,3,348,521
2022_3_23_Office Supplies_Home Office,23 March 2022,Office Supplies,Home Office,Seattle,United States,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,26 March 2022,First Class,Shipped Late,Washington,Binders,3,1,20,11,5,35,52
2022_3_23_Technology_Consumer,23 March 2022,Technology,Consumer,Seattle,United States,Canon imageCLASS 2200 Advanced Copier,West,25 March 2022,First Class,Shipped Late,Washington,Copiers,2,1,0,6720,4,"14,000",20966
2022_3_24_Furniture_Consumer,24 March 2022,Furniture,Consumer,New York City,United States,"Global Airflow Leather Mesh Back Chair, Black",East,28 March 2022,Standard Class,Shipped Early,New York,Chairs,4,6,10,60,2,272,407
2022_3_24_Furniture_Corporate,24 March 2022,Furniture,Corporate,New York City,United States,Global Deluxe Steno Chair,East,27 March 2022,First Class,Shipped Late,New York,Chairs,3,1,10,2,3,208,311
2022_3_24_Office Supplies_Corporate,24 March 2022,Office Supplies,Corporate,Beaumont,United States,Iris Project Case,Central,25 March 2022,Same Day,Shipped Late,Texas,Storage,1,0,20,1,2,13,19
2022_3_24_Office Supplies_Corporate,24 March 2022,Office Supplies,Corporate,New York City,United States,"#10 White Business Envelopes,4 1/8 x 9 1/2",East,27 March 2022,First Class,Shipped Late,New York,Envelopes,3,1,0,22,3,47,70
2022_3_24_Office Supplies_Corporate,24 March 2022,Office Supplies,Corporate,New York City,United States,Xerox 1888,East,28 March 2022,Second Class,Shipped Late,New York,Paper,4,3,0,107,4,222,332
2022_3_24_Technology_Corporate,24 March 2022,Technology,Corporate,New York City,United States,Memorex Micro Travel Drive 8 GB,East,28 March 2022,Second Class,Shipped Late,New York,Accessories,4,3,0,12,2,26,39
2022_3_24_Technology_Corporate,24 March 2022,Technology,Corporate,New York City,United States,Samsung Galaxy S4 Mini,East,27 March 2022,First Class,Shipped Late,New York,Phones,3,1,0,136,1,470,704
2022_3_25_Furniture_Corporate,25 March 2022,Furniture,Corporate,Milwaukee,United States,Global Highback Leather Tilter in Burgundy,Central,31 March 2022,Standard Class,Shipped On Time,Wisconsin,Chairs,6,6,0,15,1,91,136
2022_3_25_Furniture_Corporate,25 March 2022,Furniture,Corporate,Milwaukee,United States,"Global High-Back Leather Tilter, Burgundy",Central,31 March 2022,Standard Class,Shipped On Time,Wisconsin,Chairs,6,6,0,41,3,369,553
2022_3_25_Furniture_Corporate,25 March 2022,Furniture,Corporate,Milwaukee,United States,"Lifetime Advantage Folding Chairs, 4/Carton",Central,31 March 2022,Standard Class,Shipped On Time,Wisconsin,Chairs,6,6,0,427,7,"1,527",2286
2022_3_25_Office Supplies_Consumer,25 March 2022,Office Supplies,Consumer,Dallas,United States,Xerox 1953,Central,30 March 2022,Second Class,Shipped Late,Texas,Paper,5,3,20,2,2,7,10
2022_3_25_Office Supplies_Consumer,25 March 2022,Office Supplies,Consumer,Fresno,United States,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,West,26 March 2022,First Class,Shipped On Time,California,Appliances,1,1,0,46,4,176,264
2022_3_25_Office Supplies_Consumer,25 March 2022,Office Supplies,Consumer,Fresno,United States,Avery Arch Ring Binders,West,26 March 2022,First Class,Shipped On Time,California,Binders,1,1,20,63,4,186,278
2022_3_25_Office Supplies_Consumer,25 March 2022,Office Supplies,Consumer,Fresno,United States,Staples in misc. colors,West,26 March 2022,First Class,Shipped On Time,California,Art,1,1,0,4,9,16,24
2022_3_25_Office Supplies_Consumer,25 March 2022,Office Supplies,Consumer,New York City,United States,Newell 311,East,31 March 2022,Standard Class,Shipped On Time,New York,Art,6,6,0,3,5,11,17
2022_3_25_Office Supplies_Corporate,25 March 2022,Office Supplies,Corporate,Seattle,United States,Newell 309,West,30 March 2022,Standard Class,Shipped Early,Washington,Art,5,6,0,7,2,23,35
2022_3_25_Technology_Consumer,25 March 2022,Technology,Consumer,Fresno,United States,Clearsounds A400,West,26 March 2022,First Class,Shipped On Time,California,Phones,1,1,20,16,4,211,316
2022_3_25_Technology_Consumer,25 March 2022,Technology,Consumer,Fresno,United States,Hewlett Packard 310 Color Digital Copier,West,26 March 2022,First Class,Shipped On Time,California,Copiers,1,1,20,60,2,480,719
2022_3_25_Technology_Consumer,25 March 2022,Technology,Consumer,San Antonio,United States,Panasonic KX-TG9471B,Central,29 March 2022,Standard Class,Shipped Early,Texas,Phones,4,6,20,47,3,470,704
2022_3_26_Furniture_Consumer,26 March 2022,Furniture,Consumer,New York City,United States,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",East,27 March 2022,First Class,Shipped On Time,New York,Bookcases,1,1,20,29,2,258,386
2022_3_26_Furniture_Corporate,26 March 2022,Furniture,Corporate,Dearborn,United States,"Career Cubicle Clock, 8 1/4"", Black",Central,02 April 2022,Standard Class,Shipped Late,Michigan,Furnishings,7,6,0,23,3,61,91
2022_3_26_Office Supplies_Corporate,26 March 2022,Office Supplies,Corporate,Houston,United States,Belkin 5 Outlet SurgeMaster Power Centers,Central,30 March 2022,Standard Class,Shipped Early,Texas,Appliances,4,6,80,227,8,87,131
2022_3_26_Office Supplies_Corporate,26 March 2022,Office Supplies,Corporate,Houston,United States,"Neat Ideas Personal Hanging Folder Files, Black",Central,30 March 2022,Standard Class,Shipped Early,Texas,Storage,4,6,20,2,3,32,48
2022_3_26_Office Supplies_Corporate,26 March 2022,Office Supplies,Corporate,Houston,United States,Xerox 1951,Central,30 March 2022,Standard Class,Shipped Early,Texas,Paper,4,6,20,23,3,74,111
2022_3_26_Office Supplies_Home Office,26 March 2022,Office Supplies,Home Office,Seattle,United States,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",West,28 March 2022,First Class,Shipped Late,Washington,Art,2,1,0,6,1,20,30
2022_3_26_Office Supplies_Home Office,26 March 2022,Office Supplies,Home Office,Virginia Beach,United States,Staples,South,02 April 2022,Standard Class,Shipped Late,Virginia,Fasteners,7,6,0,1,2,4,6
2022_3_26_Technology_Consumer,26 March 2022,Technology,Consumer,New York City,United States,Nokia Lumia 521 (T-Mobile),East,27 March 2022,First Class,Shipped On Time,New York,Phones,1,1,0,34,4,120,180
2022_3_26_Technology_Corporate,26 March 2022,Technology,Corporate,Houston,United States,Canon PC1080F Personal Copier,Central,30 March 2022,Standard Class,Shipped Early,Texas,Copiers,4,6,20,570,5,"2,400",3594
2022_3_26_Technology_Corporate,26 March 2022,Technology,Corporate,Houston,United States,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Central,30 March 2022,Standard Class,Shipped Early,Texas,Accessories,4,6,20,2,5,144,216
2022_3_26_Technology_Home Office,26 March 2022,Technology,Home Office,Virginia Beach,United States,Memorex Froggy Flash Drive 8 GB,South,02 April 2022,Standard Class,Shipped Late,Virginia,Accessories,7,6,0,21,3,53,80
2022_3_27_Furniture_Consumer,27 March 2022,Furniture,Consumer,Houston,United States,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Central,01 April 2022,Standard Class,Shipped Early,Texas,Bookcases,5,6,32,30,5,"1,023",1533
2022_3_27_Furniture_Consumer,27 March 2022,Furniture,Consumer,Houston,United States,Global Deluxe High-Back Manager's Chair,Central,01 April 2022,Standard Class,Shipped Early,Texas,Chairs,5,6,30,9,3,601,899
2022_3_27_Furniture_Consumer,27 March 2022,Furniture,Consumer,Houston,United States,"Global Leather & Oak Executive Chair, Burgundy",Central,01 April 2022,Standard Class,Shipped Early,Texas,Chairs,5,6,30,66,2,211,316
2022_3_27_Furniture_Consumer,27 March 2022,Furniture,Consumer,Philadelphia,United States,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",East,29 March 2022,Second Class,Shipped Early,Pennsylvania,Furnishings,2,3,20,2,2,15,22
2022_3_27_Furniture_Consumer,27 March 2022,Furniture,Consumer,Richmond,United States,BPI Conference Tables,South,29 March 2022,Second Class,Shipped Early,Virginia,Tables,2,3,0,58,2,292,437
2022_3_27_Office Supplies_Consumer,27 March 2022,Office Supplies,Consumer,Richmond,United States,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",South,29 March 2022,Second Class,Shipped Early,Virginia,Paper,2,3,0,8,4,18,26
2022_3_27_Office Supplies_Consumer,27 March 2022,Office Supplies,Consumer,Richmond,United States,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",South,29 March 2022,Second Class,Shipped Early,Virginia,Labels,2,3,0,4,2,8,12
2022_3_27_Office Supplies_Consumer,27 March 2022,Office Supplies,Consumer,Richmond,United States,"Carina Mini System Audio Rack, Model AR050B",South,29 March 2022,Second Class,Shipped Early,Virginia,Storage,2,3,0,10,3,333,499
2022_3_27_Office Supplies_Consumer,27 March 2022,Office Supplies,Consumer,Richmond,United States,GBC Instant Index System for Binding Systems,South,29 March 2022,Second Class,Shipped Early,Virginia,Binders,2,3,0,9,2,18,27
2022_3_27_Office Supplies_Home Office,27 March 2022,Office Supplies,Home Office,Fresno,United States,Unpadded Memo Slips,West,31 March 2022,Standard Class,Shipped Early,California,Paper,4,6,0,6,3,12,18
2022_3_27_Office Supplies_Home Office,27 March 2022,Office Supplies,Home Office,Fresno,United States,Xerox 1913,West,31 March 2022,Standard Class,Shipped Early,California,Paper,4,6,0,53,2,111,166
2022_3_27_Office Supplies_Home Office,27 March 2022,Office Supplies,Home Office,Fresno,United States,Xerox 1982,West,31 March 2022,Standard Class,Shipped Early,California,Paper,4,6,0,21,2,46,68
2022_3_27_Technology_Consumer,27 March 2022,Technology,Consumer,Houston,United States,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,01 April 2022,Standard Class,Shipped Early,Texas,Accessories,5,6,20,7,1,40,60
2022_3_27_Technology_Consumer,27 March 2022,Technology,Consumer,Richmond,United States,Panasonic KX - TS880B Telephone,South,29 March 2022,Second Class,Shipped Early,Virginia,Phones,2,3,0,56,5,206,309
2022_3_28_Furniture_Corporate,28 March 2022,Furniture,Corporate,Fairfield,United States,DAX Black Cherry Wood-Tone Poster Frame,West,31 March 2022,First Class,Shipped Late,California,Furnishings,3,1,0,10,1,26,40
2022_3_28_Furniture_Corporate,28 March 2022,Furniture,Corporate,Fairfield,United States,Stackable Trays,West,31 March 2022,First Class,Shipped Late,California,Furnishings,3,1,0,7,7,22,32
2022_3_28_Office Supplies_Corporate,28 March 2022,Office Supplies,Corporate,Fairfield,United States,SAFCO Boltless Steel Shelving,West,31 March 2022,First Class,Shipped Late,California,Storage,3,1,0,8,7,795,1191
2022_3_28_Office Supplies_Corporate,28 March 2022,Office Supplies,Corporate,Fairfield,United States,Xerox 1968,West,31 March 2022,First Class,Shipped Late,California,Paper,3,1,0,13,4,27,40
2022_3_28_Office Supplies_Corporate,28 March 2022,Office Supplies,Corporate,Fairfield,United States,Xerox 1975,West,31 March 2022,First Class,Shipped Late,California,Paper,3,1,0,6,2,13,19
2022_3_28_Office Supplies_Corporate,28 March 2022,Office Supplies,Corporate,Fairfield,United States,Xerox 1977,West,31 March 2022,First Class,Shipped Late,California,Paper,3,1,0,10,3,20,30
2022_3_28_Office Supplies_Corporate,28 March 2022,Office Supplies,Corporate,Jacksonville,United States,Canvas Sectional Post Binders,South,02 April 2022,Standard Class,Shipped Early,Florida,Binders,5,6,70,48,9,69,103
2022_3_28_Technology_Corporate,28 March 2022,Technology,Corporate,Fairfield,United States,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,West,31 March 2022,First Class,Shipped Late,California,Machines,3,1,20,53,2,533,798
2022_3_29_Office Supplies_Consumer,29 March 2022,Office Supplies,Consumer,Lafayette,United States,Adjustable Personal File Tote,Central,02 April 2022,Second Class,Shipped Late,Indiana,Storage,4,3,0,21,5,81,122
2022_3_3_Furniture_Consumer,03 March 2022,Furniture,Consumer,Dearborn Heights,United States,Global Ergonomic Managers Chair,Central,10 March 2022,Standard Class,Shipped Late,Michigan,Chairs,7,6,0,47,1,181,271
2022_3_3_Furniture_Consumer,03 March 2022,Furniture,Consumer,Los Angeles,United States,Novimex Turbo Task Chair,West,08 March 2022,Standard Class,Shipped Early,California,Chairs,5,6,20,17,3,170,255
2022_3_3_Furniture_Corporate,03 March 2022,Furniture,Corporate,Los Angeles,United States,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",West,08 March 2022,Standard Class,Shipped Early,California,Tables,5,6,20,15,7,400,599
2022_3_3_Office Supplies_Consumer,03 March 2022,Office Supplies,Consumer,Dallas,United States,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Central,07 March 2022,Standard Class,Shipped Early,Texas,Paper,4,6,20,10,8,27,40
2022_3_3_Office Supplies_Consumer,03 March 2022,Office Supplies,Consumer,Murray,United States,Acco 6 Outlet Guardian Premium Surge Suppressor,South,08 March 2022,Standard Class,Shipped Early,Kentucky,Appliances,5,6,0,20,5,73,109
2022_3_3_Technology_Consumer,03 March 2022,Technology,Consumer,Dearborn Heights,United States,Logitech Wireless Marathon Mouse M705,Central,10 March 2022,Standard Class,Shipped Late,Michigan,Accessories,7,6,0,43,2,100,150
2022_3_3_Technology_Consumer,03 March 2022,Technology,Consumer,Los Angeles,United States,Imation Bio 2GB USB Flash Drive Imation Corp,West,08 March 2022,Standard Class,Shipped Early,California,Accessories,5,6,0,441,8,"1,049",1572
2022_3_30_Furniture_Consumer,30 March 2022,Furniture,Consumer,Lakewood,United States,Flat Face Poster Frame,West,01 April 2022,Second Class,Shipped Early,California,Furnishings,2,3,0,40,5,94,141
2022_3_30_Office Supplies_Consumer,30 March 2022,Office Supplies,Consumer,Lancaster,United States,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",East,03 April 2022,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70,5,5,6,9
2022_3_30_Office Supplies_Consumer,30 March 2022,Office Supplies,Consumer,Los Angeles,United States,Manco Dry-Lighter Erasable Highlighter,West,30 March 2022,Same Day,Shipped On Time,California,Art,0,0,0,2,2,6,9
2022_3_30_Office Supplies_Consumer,30 March 2022,Office Supplies,Consumer,Oklahoma City,United States,Multimedia Mailers,Central,31 March 2022,First Class,Shipped On Time,Oklahoma,Envelopes,1,1,0,150,2,326,488
2022_3_30_Office Supplies_Home Office,30 March 2022,Office Supplies,Home Office,Columbus,United States,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",South,03 April 2022,Standard Class,Shipped Early,Georgia,Storage,4,6,0,17,1,60,89
2022_3_30_Technology_Consumer,30 March 2022,Technology,Consumer,Los Angeles,United States,AT&T CL83451 4-Handset Telephone,West,30 March 2022,Same Day,Shipped On Time,California,Phones,0,0,20,19,1,165,247
2022_3_31_Furniture_Consumer,31 March 2022,Furniture,Consumer,New York City,United States,Tensor Computer Mounted Lamp,East,02 April 2022,Second Class,Shipped Early,New York,Furnishings,2,3,0,8,2,30,45
2022_3_31_Furniture_Corporate,31 March 2022,Furniture,Corporate,Amarillo,United States,Bush Mission Pointe Library,Central,04 April 2022,Standard Class,Shipped Early,Texas,Bookcases,4,6,32,36,2,205,308
2022_3_31_Furniture_Home Office,31 March 2022,Furniture,Home Office,Henderson,United States,Advantus Panel Wall Certificate Holder - 8.5x11,South,02 April 2022,Second Class,Shipped Early,Kentucky,Furnishings,2,3,0,26,5,61,91
2022_3_31_Office Supplies_Consumer,31 March 2022,Office Supplies,Consumer,Chicago,United States,"SlimView Poly Binder, 3/8""",Central,05 April 2022,Second Class,Shipped Late,Illinois,Binders,5,3,80,23,13,13,20
2022_3_31_Office Supplies_Consumer,31 March 2022,Office Supplies,Consumer,New York City,United States,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",East,02 April 2022,Second Class,Shipped Early,New York,Paper,2,3,0,36,8,75,112
2022_3_31_Office Supplies_Corporate,31 March 2022,Office Supplies,Corporate,Arlington,United States,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Central,02 April 2022,First Class,Shipped Late,Texas,Appliances,2,1,80,91,5,34,50
2022_3_31_Office Supplies_Corporate,31 March 2022,Office Supplies,Corporate,Atlanta,United States,Avery Recycled Flexi-View Covers for Binding Systems,South,02 April 2022,Second Class,Shipped Early,Georgia,Binders,2,3,0,31,4,64,96
2022_3_31_Office Supplies_Corporate,31 March 2022,Office Supplies,Corporate,Atlanta,United States,Ibico Recycled Grain-Textured Covers,South,02 April 2022,Second Class,Shipped Early,Georgia,Binders,2,3,0,17,1,35,52
2022_3_31_Office Supplies_Corporate,31 March 2022,Office Supplies,Corporate,Los Angeles,United States,Acme Tagit Stainless Steel Antibacterial Scissors,West,07 April 2022,Standard Class,Shipped Late,California,Supplies,7,6,0,8,3,30,44
2022_3_31_Technology_Consumer,31 March 2022,Technology,Consumer,New York City,United States,Polycom SoundPoint IP 450 VoIP phone,East,02 April 2022,Second Class,Shipped Early,New York,Phones,2,3,0,176,3,678,1015
2022_3_31_Technology_Consumer,31 March 2022,Technology,Consumer,New York City,United States,Spigen Samsung Galaxy S5 Case Wallet,East,05 April 2022,Standard Class,Shipped Early,New York,Phones,5,6,0,22,5,85,127
2022_3_31_Technology_Corporate,31 March 2022,Technology,Corporate,Atlanta,United States,Hewlett Packard LaserJet 3310 Copier,South,02 April 2022,Second Class,Shipped Early,Georgia,Copiers,2,3,0,1440,5,"3,000",4493
2022_3_31_Technology_Home Office,31 March 2022,Technology,Home Office,Henderson,United States,Vtech CS6719,South,02 April 2022,Second Class,Shipped Early,Kentucky,Phones,2,3,0,188,7,672,1006
2022_3_4_Furniture_Home Office,04 March 2022,Furniture,Home Office,Houston,United States,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Central,06 March 2022,Second Class,Shipped Early,Texas,Furnishings,2,3,60,78,5,104,155
2022_3_4_Office Supplies_Consumer,04 March 2022,Office Supplies,Consumer,Houston,United States,Xerox 1934,Central,09 March 2022,Standard Class,Shipped Early,Texas,Paper,5,6,20,32,2,90,134
2022_3_4_Office Supplies_Corporate,04 March 2022,Office Supplies,Corporate,Los Angeles,United States,American Pencil,West,09 March 2022,Standard Class,Shipped Early,California,Art,5,6,0,3,4,9,14
2022_3_4_Office Supplies_Corporate,04 March 2022,Office Supplies,Corporate,Los Angeles,United States,"White Envelopes, White Envelopes with Clear Poly Window",West,09 March 2022,Standard Class,Shipped Early,California,Envelopes,5,6,0,7,1,15,23
2022_3_4_Office Supplies_Home Office,04 March 2022,Office Supplies,Home Office,Houston,United States,Avery 497,Central,06 March 2022,Second Class,Shipped Early,Texas,Labels,2,3,20,1,1,2,4
2022_3_4_Office Supplies_Home Office,04 March 2022,Office Supplies,Home Office,Houston,United States,Crate-A-Files,Central,06 March 2022,Second Class,Shipped Early,Texas,Storage,2,3,20,1,1,9,13
2022_3_5_Office Supplies_Consumer,05 March 2022,Office Supplies,Consumer,Milwaukee,United States,Avery 515,Central,05 March 2022,Same Day,Shipped On Time,Wisconsin,Labels,0,0,0,12,2,25,38
2022_3_5_Office Supplies_Consumer,05 March 2022,Office Supplies,Consumer,Rochester,United States,Advantus Map Pennant Flags and Round Head Tacks,Central,05 March 2022,Same Day,Shipped On Time,Minnesota,Fasteners,0,0,0,3,2,8,12
2022_3_5_Office Supplies_Consumer,05 March 2022,Office Supplies,Consumer,Rochester,United States,Avery Hole Reinforcements,Central,05 March 2022,Same Day,Shipped On Time,Minnesota,Binders,0,0,0,9,3,19,28
2022_3_5_Office Supplies_Consumer,05 March 2022,Office Supplies,Consumer,Rochester,United States,GBC ProClick Punch Binding System,Central,05 March 2022,Same Day,Shipped On Time,Minnesota,Binders,0,0,0,63,2,128,192
